C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2018-08-29T00:00:00.000Z,0.5173126459121704,0.8599416613578796,0.7885534719184601,0.05301853492548829,1325735,1325330,0.8015002608299255,0.7296954393386841,0.8367517590522766,0
2018-09-08T00:00:00.000Z,0.16598360240459442,0.6153846383094788,0.4307487194552836,0.0908495399872076,1325735,1325330,0.44195517897605896,0.2986425459384918,0.534223735332489,0
2018-09-13T00:00:00.000Z,0.47821465134620667,0.8031268119812012,0.7389405990088426,0.04528079287435532,1325735,1325330,0.7512168884277344,0.6834763884544373,0.7777777910232544,0
2018-09-18T00:00:00.000Z,0.4831199049949646,0.8443769216537476,0.7700581605051771,0.049965623503337935,1325735,1325330,0.7839506268501282,0.7074060440063477,0.8144927620887756,0
2018-09-23T00:00:00.000Z,0.29914531111717224,0.8414969444274902,0.6275117860164169,0.18863916520443666,1325735,1325330,0.7236841917037964,0.38482606410980225,0.8223826885223389,0
2018-09-28T00:00:00.000Z,0.5372928380966187,0.9108635187149048,0.809011561782272,0.0584529084010379,1325735,1325330,0.8234086036682129,0.7382592558860779,0.8652793169021606,0
2018-10-13T00:00:00.000Z,0.49173301458358765,0.7816764116287231,0.7003077804306411,0.05600145127986546,1325735,1325330,0.7071307301521301,0.6255778074264526,0.7635997533798218,0
2018-10-18T00:00:00.000Z,0.14088821411132812,0.7419689297676086,0.3996202890151813,0.23588707796169814,1325735,1325330,0.22462202608585358,0.1642599254846573,0.7032828330993652,0
2018-10-23T00:00:00.000Z,0.529107391834259,0.9429115056991577,0.7900991258797821,0.07339000594857069,1325735,1325330,0.8067227005958557,0.6936869621276855,0.8760445713996887,0
2018-11-12T00:00:00.000Z,0.5109612345695496,0.9158248901367188,0.7653394312034418,0.08389966210031258,1325735,1325330,0.7864661812782288,0.6418948173522949,0.8631578683853149,0
2018-11-17T00:00:00.000Z,0.40727272629737854,0.8391831517219543,0.6925075953389395,0.09175456452189684,1325735,1325330,0.7067209482192993,0.5569230914115906,0.8069544434547424,0
2018-12-27T00:00:00.000Z,0.469565212726593,1,0.7819075841226696,0.10465374178747543,1325735,1325330,0.8096256852149963,0.6378645896911621,0.8999999761581421,0
2019-01-11T00:00:00.000Z,0.504960834980011,0.96517413854599,0.7882023549374236,0.09782808139958152,1325735,1325330,0.8179348111152649,0.6274670958518982,0.8991304636001587,0
2019-02-15T00:00:00.000Z,0.4024255871772766,0.891459047794342,0.7115876062416735,0.11330217802659953,1325735,1325330,0.7345132827758789,0.5255761742591858,0.8399999737739563,0
2019-03-12T00:00:00.000Z,0.40036675333976746,0.887620747089386,0.7162744958459598,0.11682333510066893,1325735,1325330,0.7586633563041687,0.5202977061271667,0.8335787653923035,0
2019-03-17T00:00:00.000Z,0.39053255319595337,0.8071585297584534,0.6816987266511092,0.10383745029035445,1325735,1325330,0.7142857313156128,0.5084679126739502,0.785937488079071,0
2019-03-22T00:00:00.000Z,0.24357405304908752,0.8774410486221313,0.651678822805852,0.12476493057985635,1325735,1325330,0.667177140712738,0.4790928363800049,0.8074800968170166,0
2019-04-01T00:00:00.000Z,0.38046273589134216,0.7724339962005615,0.658028198024373,0.09783685067417006,1325735,1325330,0.6923804879188538,0.4991859197616577,0.7545838952064514,0
2019-04-16T00:00:00.000Z,0.41035857796669006,0.7980380654335022,0.6716995545375497,0.08794146783256403,1325735,1325330,0.7003745436668396,0.5269372463226318,0.7580739855766296,0
2019-04-21T00:00:00.000Z,0.40369394421577454,0.810844898223877,0.6915781365500562,0.09313799582166696,1325735,1325330,0.7249343991279602,0.5389496088027954,0.7807520627975464,0
2019-05-01T00:00:00.000Z,0.443227082490921,0.8257080316543579,0.7157991345281954,0.07260852779218137,1325735,1325330,0.735582172870636,0.6065073609352112,0.7991300821304321,0
2019-06-05T00:00:00.000Z,0.5082612037658691,0.863786518573761,0.7572684661841682,0.05293856513664205,1325735,1325330,0.7569397687911987,0.6962025165557861,0.8195920586585999,0
2019-06-10T00:00:00.000Z,0.2694500684738159,0.859147846698761,0.6353231658906108,0.14868557761497606,1325735,1325330,0.5833333134651184,0.4646017551422119,0.8200209140777588,0.24691358024691354
2019-06-20T00:00:00.000Z,0.5636679530143738,0.8903456330299377,0.8023298925823636,0.048761021378355696,1325735,1325330,0.8072494864463806,0.7448667287826538,0.8567567467689514,0
2019-06-25T00:00:00.000Z,0.575296938419342,0.8693309426307678,0.7795632734710795,0.0453611361267751,1325735,1325330,0.7817515134811401,0.7250213623046875,0.8356304168701172,0
2019-06-30T00:00:00.000Z,0.5847784280776978,0.8913580179214478,0.8077525915922945,0.04781947019090892,1325735,1325330,0.8147186040878296,0.7516908049583435,0.8628287315368652,0
2019-07-15T00:00:00.000Z,0.429983526468277,0.8726089000701904,0.6673993418982003,0.1280568485583244,1325735,1325330,0.6413792967796326,0.505660355091095,0.8351090550422668,0
2019-07-20T00:00:00.000Z,0.5588499307632446,0.9008119106292725,0.7884470181700624,0.058939404565949025,1325735,1325330,0.7925711274147034,0.710497260093689,0.8592657446861267,0
2019-07-30T00:00:00.000Z,0.4255788326263428,0.8817327618598938,0.6865980492697823,0.12642942215814718,1325735,1325330,0.7009263634681702,0.4922349750995636,0.83934086561203,0
2019-08-09T00:00:00.000Z,0.4486486613750458,0.8964102268218994,0.7566410406872087,0.09273880245151234,1325735,1325330,0.7878788113594055,0.6119615435600281,0.8539352416992188,0
